code,title,genre,directors,actors,running,story,,,,,,,,,,
28876,화양연화,"드라마, 멜로/로맨스",왕가위,"장만옥, 양조위",1,화양연화花樣年華<br/>가장 아름답고 찬란했던 시절<br/><br/>같은 날 같은 아파트로 이사 온 ‘첸 부인’과 ‘차우’.<br/>이사 첫날부터 자주 마주치던 두 사람은<br/>‘차우’의 넥타이와 ‘첸 부인’의 가방이<br/>각자 배우자의 것과 똑같음을 깨닫고 그들의 관계를 눈치챈다.<br/><br/>그 관계의 시작이 궁금해진 두 사람은 비밀스러운 만남을 이어가고<br/>감정이 깊어지지 않기 위해 노력하지만," 서로에게 점점 빠져들기 시작한다.<br/>""많은 일이 나도 모르게 시작되죠""",,,,,,,,,
31607,고양이를 부탁해,"드라마, 코미디",정재은,"배두나, 이요원, 옥지영",1,자유롭게 세상을 날고 싶은 엉뚱한 몽상가 태희<br/>사회로 첫 발을 먼저 내딛은 현실주의자 혜주<br/>생계를 위해 꿈은 잠시 뒤로 미뤄둔 꿈많은 모험가 지영<br/>친구들의 든든한 버팀목 쌍둥이 비류와 온조<br/><br/>십대에 만나 모든 게 행복했고 즐거웠던 우리<br/>각자 다른 네 갈래 길의 스무살을 만났다.<br/>그렇게 서로의 길로 향하던 우리에게 갑자기 나타난 고양이 한 마리<br/>우리를 하나의 길로 이어줄 수 있을까?<br/><br/>잘 있었니? 나도 네가 너무 보고 싶었어,,,,,,,,,,
173842,어제 일은 모두 괜찮아,드라마,이성한,"김재철, 윤찬영, 손상연",1,학교와 가정에서 소외된 지근, 용주, 현정, 수연 네 아이들은 외줄 타기를 하듯 위태로운 나날을 보내고 있다.<br/>그 곁에서 낮에는 학생들을 가르치고, 밤에는 거리에서 아이들과 함께하는 교사 민재는<br/>사실은 지켜주지 못한 아이에 대한 아픈 과거로 지금 함께 있는 학생들에게 더욱 필사적으로 노력한다.<br/><br/>그러던 어느 날, 수연이가 위험에 빠지고<br/>이를 구하려는 지근과 용주가 연락이 두절되며 각자의 운명은 소용돌이치는데…!,,,,,
194196,한산: 용의 출현,"액션, 드라마",김한민,"박해일, 변요한, 안성기",1,1592년 4월, 조선은 임진왜란 발발 후 단 15일 만에 왜군에 한양을 빼앗기며 절체절명의 위기에 놓인다.<br/>조선을 단숨에 점령한 왜군은 명나라로 향하는 야망을 꿈꾸며 대규모 병역을 부산포로 집결시킨다.<br/><br/>한편, 이순신 장군은 연이은 전쟁의 패배와 선조마저 의주로 파천하며 수세에 몰린 상황에서도<br/>조선을 구하기 위해 전술을 고민하며 출전을 준비한다.<br/>하지만 앞선 전투에서 손상을 입은 거북선의 출정이 어려워지고,<br/>거북선의 도면마저 왜군의 첩보에 의해 도난 당하게 되는데…<br/><br/>왜군은 연승에 힘입어 그 우세로 한산도 앞바다로 향하고,<br/>이순신 장군은 조선의 운명을 가를 전투를 위해 필사의 전략을 준비한다.<br/><br/>1592년 여름, 음력 7월 8일 한산도 앞바다,<br/>압도적인 승리가 필요한 조선의 운명을 건 지상 최고의 해전이 펼쳐진다.,,,,
126078,본 투 비 블루,드라마,로버트 뷔드로,"에단 호크, 카르멘 에조고,  칼럼 키스 레니",1,“그의 음악에서는 청춘의 냄새가 난다”<br/>| 무라카미 하루키 |<br/><br/>청춘의 음색을 지닌 뮤지션 '쳇 베이커'<br/>모두가 그의 음악을 사랑했지만,<br/>더 이상 연주를 할 수 없어진 순간<br/>연인 ‘제인’과 트럼펫만이 곁에 남았다<br/> <br/>지금 이 순간이 마지막이라도<br/>들려주고 싶은 음악이 있다<br/>살아보고 싶은 인생이 있다<br/>다시, '쳇 베이커'만의 방식으로...,,,,,,,,
33420,후 아 유,멜로/로맨스,최호,"조승우, 이나영",1,2002년 서울, 63빌딩. 30층, 게임 기획자 형태(조승우 분)는 2년 넘게 준비해온 채팅 게임 사이트 ‘후아유’의 대박을 꿈꾼다. 하지만 회사는 자금줄이 끊기고, 월급은 막히고, 여자 친구에게 일방적으로 채이기까지 한다. 그러던 중, ‘후아유’를 비방하는 당돌한 여자 별이를 만난다.<br/> 지하 1층, 수족관 다이버 인주(이나영 분)는 한번도 시연해본 적 없는 인어쇼를 위해 연습에 열중이다. 동료들 모두 마다하는 인어쇼를 준비하며 고군분투하지만 가능성이 안 보이고,수영선수 시절 남자친구였던 호진의 유학 소식에 쓸쓸해하던 중 채팅게임 사이트 ‘후아유’에서 맘이 통하는 친구 멜로를 만난다. 별이가 인주라는 걸 알고 멜로라는 아이디로 의도적으로 접근한 형태는 게임과 현실, 양쪽에서 이중적인 모습의 인주에게 호기심을 느끼다가 그녀의 진실을 알게 되면서 사랑을 느낀다.<br/> 그러나 인주는 멜로가 바로 형태라는 걸 모르는채, 얼굴도 모르는 멜로에게 점점 빠져든다. 형태를 무시하고 멜로만 찾는 인주의 모습에 아이러니를 느끼는 형태.. 급기야 자기의 분신인 멜로를 질투한다. 온라인의 관계와 현실 관계의 간극이 커지면서 갈등하던 형태는 인주를 만나 고백할 것을 결심한다. 서로 연락도, 만나지도 않기로 약속했던 인주도 만나자는 멜로의 제안을 받아들이는데.
26539,그 여름 가장 조용한 바다,드라마,기타노 다케시,"카와하라 사부, 마키 쿠로우도, 오시마 히로코",1,듣지도 말하지도 못하는 주인공 시게루. 쓰레기 수거일을 하는 그의 곁엔 유일하게 여자친구만이 함께 한다. 시게루는 어느 날 바닷가 쓰레기통에서 버려진 서핑보드를 줍는다. 다음날부터 매일 같은 장소를 지나 바다로 걸어가는 시게루와 여자친구. 다른 서핑팀들이 지켜보는 가운데 시게루는 혼자 파도를 타고 여자친구는 바닷가에 앉아 그를 기다린다. 하지만 시게루의 서핑보드는 완전히 망가지고, 결국 돈을 모아 새로운 서핑보드를 구입한다.<br/> 다시 바다로 걸어나가 파도를 타는 시게루와 여전히 그를 지켜보는 여자친구. 한편 이들을 주시하던 서핑 팀은 자신들의 팀에 합류할 것을 권유하고, 시게루는 처음으로 대회에도 나가고 팀원들과 함께 서핑을 즐기게 된다. 그러던 어느 비오는 날 여자친구보다 조금 먼저 바다로 나갔던 시게루는 돌아오지 않는다…,,,,,,,,
201641,공조2: 인터내셔날,"액션, 코미디",이석훈,"현빈, 유해진, 윤아",1,공조 이즈 백! 이번엔 삼각 공조다!<br/><br/>남한으로 숨어든 글로벌 범죄 조직을 잡기 위해 <br/>새로운 공조 수사에 투입된 북한 형사 ‘림철령’(현빈).<br/>수사 중의 실수로 사이버수사대로 전출됐던 남한 형사 ‘강진태’(유해진)는 <br/>광수대 복귀를 위해 모두가 기피하는 ‘철령’의 파트너를 자청한다. <br/><br/>이렇게 다시 공조하게 된 ‘철령’과 ‘진태’!<br/>‘철령’과 재회한 ‘민영’(임윤아)의 마음도 불타오르는 가운데, <br/>‘철령’과 ‘진태’는 여전히 서로의 속내를 의심하면서도 나름 그럴싸한 공조 수사를 펼친다.<br/>드디어 범죄 조직 리더인 ‘장명준’(진선규)의 은신처를 찾아내려는 찰나,<br/>미국에서 날아온 FBI 소속 ‘잭’(다니엘 헤니)이 그들 앞에 나타나는데…!<br/><br/>아직도 짠내 나는 남한 형사,<br/>여전한 엘리트 북한 형사,<br/>그리고 FBI 소속 해외파 형사까지!<br/>각자의 목적으로 뭉친 그들의 짜릿한 공조 수사가 시작된다!,,,,,,
198413,헤어질 결심,"멜로/로맨스, 드라마, 서스펜스",박찬욱,"박해일, 탕웨이, 이정현",1,"산 정상에서 추락한 한 남자의 변사 사건.<br/>담당 형사 '해준'(박해일)은<br/>사망자의 아내 '서래'(탕웨이)와 마주하게 된다.<br/><br/>""산에 가서 안 오면 걱정했어요"," 마침내 죽을까 봐.""<br/><br/>남편의 죽음 앞에서 특별한 동요를 보이지 않는 '서래'.<br/>경찰은 보통의 유가족과는 다른 '서래'를 용의선상에 올린다.<br/>'해준'은 사건 당일의 알리바이 탐문과 신문",<br/>잠복수사를 통해 '서래'를 알아가면서<br/>그녀에 대한 관심이 점점 커져가는 것을 느낀다.<br/><br/>한편, 좀처럼 속을 짐작하기 어려운 '서래'는<br/>상대가 자신을 의심한다는 것을 알면서도<br/>조금의 망설임도 없이 '해준'을 대하는데….<br/><br/>진심을 숨기는 용의자<br/>용의자에게 의심과 관심을 동시에 느끼는 형사<br/>그들의 <헤어질 결심>,,,,,,,
10381,에덴의 동쪽,드라마,엘리아 카잔,"줄리 해리스, 제임스 딘",1,1917년, 캘리포니아 사리나스에서 농장을 경영하는 아담 트라스크(레이몬드 메세이 분)는 두 아이들이 있다. 큰 아들 아론(리차드 타바로스 분)은 모범 청년이었지만 둘째 칼(제임스 딘 분)은 성격이 거칠고 언제나 불만에 찬 눈초리이다. 아담에게는 아내 케이트(조 반 프리트 분)가 있었는데 그녀는 칼을 낳자 남편과 자식을 버리고 집을 나가 그는 아내는 죽었다고 생각하면서 살고 있고 그의 아들들 역시 어머니는 돌아가신 걸로 알고 있다. 아버지 아담은 아들 칼을 그런 부도덕한 아내의 피가 흐른다고 믿고 미워했으며 신앙심이 두텁고 공부를 잘하는 아론을 신뢰하고 사랑했다. 칼은 그런 아버지에게 반항하고 어머니가 도박장을 경영하는 빠의 마담으로 있다는 얘기를 듣고 어느날 기차에 무임승차하여 근처의 어항인 몬트레이로 가 그곳에서 어머니를 만난다. 그러나 칼은 생모에게 그리움과 동시에 그녀의 부도덕한 생활에 혐오감을 느낀다.,,,,,,,,,
204640,육사오(6/45),코미디,박규태,"고경표, 이이경, 음문석",1,우연히 1등 당첨 로또를 주운 말년 병장 ‘천우’.<br/>심장이 터질듯한 설렘도 잠시, 순간의 실수로 바람을 타고 군사분계선을 넘어간 로또.<br/>바사삭 부서진 멘탈을 부여잡고…기필코 다시 찾아야 한다!<br/><br/>우연히 남쪽에서 넘어온 1등 당첨 로또를 주운 북한 병사 ‘용호’.<br/>이거이 남조선 인민의 고혈을 쥐어 짜내는 육사오라는 종이쪼가리란 말인가?<br/>근데 무려 당첨금이 57억이라고?!<br/><br/>당첨금을 눈앞에서 놓칠 위기에 처한 ‘천우’와<br/>북에선 한낱 종이쪼가리일 뿐일 로또를 당첨금으로 바꿔야 하는 ‘용호’.<br/>여기에 예상치 못한 멤버들(?)까지 합류하고 57억을 사수하기 위한 3:3팀이 결성되는데…<br/><br/>주운 자 VS 또 주운 자<br/>아슬아슬 선 넘는 지분 협상이 시작된다!,,,,,,,,,
134963,라라랜드,"드라마, 뮤지컬, 멜로/로맨스",데이미언 셔젤,"라이언 고슬링, 엠마 스톤",1,꿈을 꾸는 사람들을 위한 별들의 도시 ‘라라랜드’.<br/>재즈 피아니스트 ‘세바스찬’(라이언 고슬링)과 배우 지망생 ‘미아’(엠마 스톤),<br/>인생에서 가장 빛나는 순간 만난 두 사람은<br/>미완성인 서로의 무대를 만들어가기 시작한다.,,,,,,,,,
82283,실버라이닝 플레이북,"코미디, 드라마, 멜로/로맨스",데이비드 O. 러셀,"제니퍼 로렌스, 브래들리 쿠퍼, 로버트 드 니로",1,눈치없는 이.남.자. 정말 답이 없다?!<br/>연애세포 완전 파괴, 복구확률 -200%<br/>아내의 외도를 목격하고 한 순간 감정이 폭발해 아내, 직장, 집은 물론, 정신까지 잃게 된 이 남자. <br/>8개월의 병원 생활 후 ‘긍정의 힘’을 믿으며 아내와 자신의 인생을 되찾기 위해 고군분투 노력중! <br/>긍정의 주문을 외우며 마인드 컨트롤을 해보지만, 감정은 통제불능이요 ~아내에게는 접근명령 상태라~ <br/><br/>내숭 없는 이. 여. 자. 정말 대책 없다?! <br/>연애세포 과다 방출, 치유확률 -100%<br/>남편의 죽음 이후 외로움 때문에 회사 내 모든 직원들과 관계를 맺은 티파니.<br/>저돌적인 대시와 내숭 없는 애정 표현으로 티파니는 팻의 인생에 갑자기 뛰어든다. <br/>그의 조깅코스에 불쑥 나타나는가 하면 함께 자자는 말을 거침없이 쏟아내며\<br/>예측불허의 행동으로 팻을 당황스럽게 만드는 그녀, 그런 티파니가 팻은 부담스럽기만 하다. <br/><br/>재생률 100%!  연애세포 복구프로젝트가 시작된다<br/>쉽게 자신에게 넘어오지 않는 ‘팻’을 위해 티파니는 ‘헤어진 아내와의 재결합을 도와주는 대신,<br/>자신과 함께 댄스 대회에 참가’하자는 달콤한 제안을 하는데…<br/><br/>과연 그들은 사랑 때문에 고장(?) 난 러브멘탈을 복구하고 그들만의 ‘실버라이닝’을 찾을 수 있을까?,,
78569,치코와 리타,"애니메이션, 멜로/로맨스","하비에르 마리스칼, 페르난도 트루에바, 토노 에란도","에만 소르 오냐, 리마라 메니시스, 마리오 구에라",1,1948년 쿠바의 하바나, 야망에 찬 천재 피아니스트이자 작곡가인 치코는 어느 날 밤 클럽에서 아름다운 목소리로 노래하는 가수 리타와 만난다. 젊음과 재능으로 빛나는 그들은 곧 사랑에 빠지지만 열정과 욕망, 질투와 오해가 뒤엉키며 안타까운 이별을 맞이한다. 그리고 네온사인 화려한 기회의 도시 뉴욕, 이제 막 그곳에 발을 디딘 치코는 스타로서 성공을 눈 앞에 두고 있는 리타와 재회하게 되는데… 하바나에서 뉴욕 그리고 파리, 할리우드, 라스베가스까지, 사랑과 꿈을 쫓는 그들의 뜨거운 여정이 펼쳐진다.,,,,
10624,천국보다 낯선,드라마,짐 자무쉬,"존 루리, 에스터 벌린트, 리차드 에디슨",1,신세계(The New World)'. 뉴욕 빈민가의 낡은 아파트에 사는 윌리에게 어느 날 사촌 에바가 찾아온다. 갑자기 군식구를 떠맡게 된 윌리는 처음엔 그녀를 성가셔 하지만 10일이 지나 에바가 떠날 무렵이 되자 왠지 모를 아쉬움을 느낀다.<br/> '1년 후(One Year Later)'. 1년 후 윌리는 친구 에디와 함께 에바를 만나러 클리블랜드로 무작정 떠난다. 괴짜 로티 아주머니와 함께 사는 에바는 핫도그 가게 점원으로 무료한 일상을 보내고 있다. 세 사람은 함께 플로리다로 떠나기로 한다.<br/> '천국(Paradise)'. 이들의 여정은 개경주에서 윌리와 에디가 가진 돈을 거의 다 날리게 되면서 어긋나기 시작한다. 두 사람이 남은 돈을 털어 경마에서 마지막 승부를 걸고 있을 때 에바는 우연치 않게 큰 돈을 손에 넣는다. 윌리와 에디를 기다리던 에바는 결국 혼자 공항으로 떠나고, 세 사람은 뿔뿔이 흩어진다. 언제 도착했건 이방인이기는 마찬가지인 이민자들에게 미국이라는 나라는 할리우드 영화가 보여주는 화려하고 꿈같은 파라다이스와는 거리가 멀다. 신세계의 꿈을 안고 도착한 에바에게 이 거대한 나라는 뉴욕이건, 클리블랜드건, 플로리다건 간에 쓸쓸하고 황량할 뿐이다.,,,,,,,
10922,고령가 소년 살인사건,드라마,에드워드 양,"장첸, 양정이",1,14살 소년 샤오쓰(장첸 분)는 국어 성적이 나쁘다는 이유로 중학교 주간부에서 야간부로 반을 옮기게 되고 ‘소공원’파와 어울려 다닌다.<br/>그러던 중 샤오쓰는 양호실에서 밍(양정이 분)이라는 이름의 소녀를 만나게 된다.<br/>소녀는 ‘소공원’파의 보스 허니의 여자로 허니는 샤오밍을 차지하기 위해 경쟁조직인 ‘217’파의 보스를 죽이고 은둔 중이다.<br/>보스의 부재로 통제력을 상실한 ‘소공원’파는 보스 자리를 두고 혼란에 빠지고 돌연 허니가 돌아오게 되면서 ‘소공원’파 내부와 ‘217’파간의 대립이 격해진다.<br/>그리고 밍을 사랑하게 된 샤오쓰도 이들의 싸움에 휘말리게 되는데…,,,,,,,,,,
209730,둠둠,드라마,정원희,"김용지, 윤유선",1,"자신에게 집착하는 엄마 때문에<br/>전부였던 음악을 놓아버린 DJ 이나<br/>길을 걷다 우연히 들려온 비트에<br/>디제잉을 다시 하기로 결심하고<br/>베를린에 갈 수 있는 오디션에 참가하는데...<br/><br/>""두려워도 도망치진 않을 거야""",,,,,,,,,,
180382,태일이,애니메이션,홍준표,"장동윤, 엄혜란. 진선규",1,평화시장에서 재단사 보조로 취직한 태일이는<br/>정식 재단사가 되어 가족의 생계도 꾸리고 동생들 공부도 시키는 것이 꿈이다.<br/><br/>그러나 열심히 일해 재단사가 된 태일이의 눈에 띈 것은<br/>죽도록 일하고 커피 한 잔 값도 받지 못한 채 피를 토하는 어린 여공들의 얼굴이다.<br/>동료를 위하는 따뜻한 마음 만으로는 아무것도 바꿀 수 없고,<br/>‘근로기준법’이 있어도 지켜지지 않는 현실 앞에서<br/>스물두 살 청년 태일이는 스스로 희망의 불꽃이 되기를 결심한다.<br/><br/>“근로기준법을 준수하라! 우리는 기계가 아니다!”,,,,,,,,,
17762,페드라,드라마,줄스 다신,"멜리나 메르쿠리, 안소니 퍼킨스, 라프 발로네",1,아테네에 테세우스라는 용맹하고 고독한 왕이 살았다. 그는 일찍이 비로 맞이했던 아마존 여왕 히폴리테가 아들을 하나 남긴 채 죽자 크레타왕의 딸 페드라와 결혼한다. 페드라는 젊은 날의 왕에게 버림받은 아리아드네의 자매였다. 아테네에 당도한 페드라 공주는 전처 소생의 아들 히폴리투스와 상면하는데..,,,,,,,,,,
195758,헌트,"액션, 드라마",이정재,"이정재, 정우성 , 전혜진",1,[조직 내 숨어든 스파이를 색출하라!<br/>‘사냥꾼’이 될 것인가, ‘사냥감’이 될 것인가!]<br/><br/>망명을 신청한 북한 고위 관리를 통해 정보를 입수한<br/>안기부 해외팀 ‘박평호’(이정재)와 국내팀 ‘김정도’(정우성)는<br/>조직 내 숨어든 스파이 ‘동림’ 색출 작전을 시작한다.<br/>스파이를 통해 일급 기밀사항들이 유출되어 위기를 맞게 되자<br/>날 선 대립과 경쟁 속, 해외팀과 국내팀은 상대를 용의선상에 올려두고<br/>조사에 박차를 가한다.<br/><br/>찾아내지 못하면 스파이로 지목이 될 위기의 상황,<br/>서로를 향해 맹렬한 추적을 펼치던 ‘박평호’와 ‘김정도’는 감춰진 실체에 다가서게 되고,<br/>마침내 ‘대한민국 1호 암살 작전’이라는 거대한 사건과 직면하게 되는데……<br/><br/>하나의 목표, 두 개의 총구<br/>의심과 경계 속 두 남자의 신념을 건 작전이 시작된다,,,,,
198475,재춘언니,다큐멘터리,이수정,,1,기타 공장에서 30년 일해온 ‘재춘’은 어느 날 갑자기 해고 통보를 받는다.<br/>앞에 나서기를 싫어했던 그는 연극 무대에 서고, 일인 시위도 하게 된다.<br/>두 딸의 아버지인 그는 자신의 삶을 박살낸 사장의 사과를 받고 가족과의 시간을 되찾고 싶다.<br/>몇 년이면 끝날 줄 알았던 투쟁이 10년을 넘어가고<br/>투쟁을 그만둘 수도, 계속하기도 힘들던 무렵 재춘은 또다시 새로운 것을 감행한다.,,,,,,,,
204159,성적표의 김민영,드라마,"이재은, 임지선","김주아, 윤아정",1,기숙사 생활을 하며 삼행시 클럽을 만들어 고등학교 생활을 함께 지낸 김민영, 유정희, 최수산나.<br/>영원할 것 같았던 그들의 우정도 졸업과 동시에 각자의 다른 생활 속에서 관계가 소원해진다.<br/>다른 지역에서 대학을 다니는 민영이 갑자기 정희를 집으로 초대하고,<br/>정희는 기쁜 마음으로 민영을 찾아가지만,<br/>자신의 기말 성적을 정정하느라 바쁜 민영에게 정희는 안중에도 없다.<br/>정희는 ‘그럼에도 불구하고’ 민영을 기다린다.<br/>과연 정희와 민영은 다시 예전으로 돌아갈 수 있을까?,,,,,,
209728,모퉁이,드라마,신선,"이택근, 하성국, 박봉준",1,길모퉁이에서 우연히 마주친 영화과 동문<br/>성원(이택근)과 중순(하성국) 그리고 병수(박봉준).<br/>세 사람은 불편한 기류가 흐르는 술자리를 함께한다.<br/><br/>10년의 공백을 채우는 그들의 영화담(談)은<br/>예상치 못한 방향으로 흘러가기 시작하는데...,,,,,,,,,,
89755,레미제라블,드라마,톰 후퍼,"휴 잭맨, 앤 해서웨이, 러셀 크로우",1,빵 한 조각을 훔친 죄로 19년의 감옥살이를 한 장발장(휴 잭맨). 전과자라는 이유만으로 모두의 박해를 받던 장발장은 우연히 만난 신부의 손길 아래 구원을 받고 새로운 삶을 결심한다. 정체를 숨기고 마들렌이라는 새 이름으로 가난한 이들을 도우며 지내던 장발장은 운명의 여인, 판틴(앤 해서웨이)과 마주치고, 죽음을 눈앞에 둔 판틴은 자신의 유일한 희망인 딸, 코제트(아만다 사이프리드)를 장발장에게 부탁한다. 그러나 코제트를 만나기도 전에 경감 자베르(러셀 크로우)는 장발장의 진짜 정체를 알아차리고, 오래된 누명으로 다시 체포된 장발장은 코제트를 찾아 탈옥을 감행하는데…,,,,,,
18743,비브르 사 비,드라마,장 뤽 고다르,"안나 카리나, 사디 레보트, 안드레 S. 라바르트",1,레코드샵의 점원으로 일하는 ‘나나’<br/>삶의 고단함 속에서도 세상을 놀라게 할 배우가 되겠다는 꿈을 가지고 있지만<br/>생존을 위해 ‘거리의 여자’가 되기로 한다<br/><br/>가혹하기만 한 ‘나나’의 삶에 운명처럼 사랑이 찾아오고<br/>그토록 그녀가 바라던 꿈을 펼칠 수 있는 기회도 갖게 되지만,<br/>곧 그 자유마저 빼앗길 위기에 처하고 마는데…<br/><br/>“나는 자유로워”,,,,,,,,,
192150,모가디슈,"액션, 드라마",류승완,"김윤석, 조인성, 허준호",1,내전으로 고립된 낯선 도시, 모가디슈<br/>지금부터 우리의 목표는 오로지 생존이다!<br/><br/>대한민국이 UN가입을 위해 동분서주하던 시기 <br/>1991년 소말리아의 수도 모가디슈에서는 일촉즉발의 내전이 일어난다.<br/>통신마저 끊긴 그 곳에 고립된 대한민국 대사관의 직원과 가족들은<br/>총알과 포탄이 빗발치는 가운데, 살아남기 위해 하루하루를 버텨낸다.<br/>그러던 어느 날 밤, 북한 대사관의 일행들이 도움을 요청하며 문을 두드리는데…<br/><br/>목표는 하나, 모가디슈에서 탈출해야 한다!,,,,,,
207876,풀타임,"드라마, 스릴러",에리크 그라벨,"로르 칼라미, 앤 수아레즈, 제네비에브 무니치",1,파리 교외에서 홀로 두 아이를 기르는 쥘리는 파리 시내의 호텔 룸메이드로 일하며 장거리 출퇴근을 하고 있다.<br/>그녀는 직장 상사 몰래 원하는 직장에 면접을 보게 되고 새로운 삶이 열릴 거라 기대한다.<br/>그런데 전국적인 교통 파업이 발생하여 대중교통 시스템이 마비되자<br/>자신의 직장도, 새롭게 얻으려는 직장도, 자신의 가정도,<br/>아슬아슬하게 부여잡고 있던 일상의 모든 것이 엉망이 될 위기에 처한다.<br/>오늘도 지각 위기에 놓여 절박한 표정으로 파리 시내를 전력 질주하는 쥘리.<br/>싱글맘의 전쟁 같은 삶에 과연 평화와 여유가 찾아올까?,,,,,,,
26545,큐어,"범죄, 스릴러",구로사와 기요시,"야쿠쇼 코지, 하기와라 마사토, 우지키 츠요시",1,도쿄 지역에서 동일한 방식의 엽기적인 연쇄 살인사건이 발생한다.<br/>놀라운 것은 체포된 범인들이 하나같이 회사원, 교사, 경찰, 의사 등 평범한 사람들이라는 것.<br/>평소 아무 문제가 없던 사람들이 똑같은 방식으로 살인을 저지른 것에 의문을 품은<br/>다카베 형사(야쿠쇼 고지)는 이들이 모두 한 남자를 만난 후<br/>범행을 저질렀다는 사실을 알게 된다.,,,,,,,
103178,리스본행 야간열차,"미스터리, 멜로/로맨스, 스릴러",빌 어거스트,"제레미 아이언스, 멜라니 로랑, 잭 휴스턴",1,오랜 시간 고전문헌학을 강의 하며 새로울 게 없는 일상을 살아온 ‘그레고리우스’(제레미 아이언스)는 폭우가 쏟아지던 어느 날, 우연히 위험에 처한 낯선 여인을 구한다. 하지만 그녀는 비에 젖은 붉은 코트와 오래된 책 한 권, 15분 후 출발하는 리스본행 열차 티켓을 남긴 채 홀연히 사라진다. ‘그레고리우스’는 난생 처음 느껴보는 강렬한 끌림으로 의문의 여인과 책의 저자인 ‘아마데우 프라두’(잭 휴스턴)를 찾아 리스본행 야간열차에 몸을 싣게 되는데…,,,,,,,,
13244,킬 빌 - 1부,액션,쿠엔틴 타란티노,우마 서먼,1,"{""복수는 식혀서 먹어야 맛있는 음식과 같다(복수는 천천히 하는 것이 좋다: Revenge Is A Dish Best Served Cold.)"" - 옛 클린건 속담(Old Klingon Proverb)}<br/> 어느 한적한 오후", 행복한 결혼식을 앞둔 ‘더 브라이드’와 그녀의 신랑, 그리고 모든 하객들이 의문의 조직에 의해 처참하게 살해당한다. 순백의 웨딩드레스는 피로 얼룩져 결혼식장은 아수라장이 되는데......<br/> 그로부터 5년 후, 코마상태의 ‘더 브라이드’는 죽음 직전까지 갔다가 어렵게 깨어난다. 그리고 피로 얼룩진 과거가 그녀의 뇌리에 스치면서 서서히 복수의 리스트를 작성하기 시작한다.<br/> ‘더 브라이드’는 전세계적으로 악명높은 살인조직 ‘데들리 바이퍼스’의 일원이었고, 조직의 보스인 ‘빌’을 포함한 5명의 일원이 그녀를 처참하게 무너뜨렸음이 밝혀지자, 그녀는 텍사스, LA, 멕시코, 중국, 일본을 차례로 방문하며 가장 잔인한 복수를 실행하게 되는데.,
