code,title,genre,directors,actors,running,story,,,,,,,,,,
20329,순응자,드라마,베르나르도 베르톨루치,"장-루이 트린티냥, 스테파니아 산드렐리",1,로마의 유복한 집안에서 자란 마르첼로는 어린 시절의 트라우마와 정신병원에 입원해 있는 아버지로 인해 불안에 시달린다. 남들처럼 평범하게 살아가는 것이 유일한 목적인 그는 평범한 가정을 이루고자 중산층 집안의 줄리아와 결혼하고, 대중의 강력한 지지를 받는 무솔리니 정권의 비밀경찰에 자원한다. 첫 임무로, 자신의 스승이자 프랑스에서 정치적 망명 중인 반독재 인사 콰드리 교수의 암살을 지시받은 마르첼로는 파리로 신혼여행을 떠나 콰드리 교수와 그의 아내 안나에게 접근한다. 처음엔 경계와 의심을 늦추지 않던 이들 부부는 그를 차차 신뢰하게 되지만, 안나에게 걷잡을 수 없이 끌리게 된 마르첼로는 자신의 본심과 임무 사이에서 혼란을 겪게 되는데…,,,,,,,
196393,멋진 세계,드라마,니시카와 미와,"야쿠쇼 코지, 나가사와 마사미",1,13년간 감옥에 복역 중이던 전직 야쿠자 미카미는 새로운 각오를 품고 출소한다.<br/>변해버린 사회에 적응하기 힘들어 매번 트러블을 일으키지만<br/>주변 이웃들의 작은 관심과 애정으로 자신도 무언가를 할 수 있다는 희망을 품기 시작한다. <br/>자신의 갱생의 모습을 다큐멘터리로 제작하고 싶어 하는 진지한 청년과도 만난다.<br/>하지만 13년이라는 시간의 공백과 범죄자라는 낙인은 쉽게 지워지지 않고 <br/>정상이라 말하는 이 세상은 자신이 소중히 지켜온 것마저 버리게 만들어 버린다.<br/><br/>이 세상은 과연 그가 꿈꾸던 멋진 세계인가?,,,,,,,,,,
206637,애프터 양,"드라마, SF",코고나다,"콜린 파렐, 조디 터너 스미스, 저스틴 H. 민",1,함께 살던 안드로이드 인간 ‘양’이 어느 날 작동을 멈추자<br/>제이크 가족은 그를 수리할 방법을 찾는다.<br/>그러던 중, ‘양’에게서 특별한 메모리 뱅크를 발견하고<br/>그의 기억을 탐험하기 시작하는데…<br/><br/>무엇을 남기고 싶었어, 양?,,,,,,,,
204176,말아,드라마,곽민승,"심달기, 정은경, 우효원",1,전염병 유행으로 집에만 콕 박혀 있는 청년 백수 ‘주리’<br/>배고픔도 실연의 아픔도 모두 집에서 해결한다<br/><br/>어느 날 자취방을 부동산에 내놓았다는 연락과 함께<br/>엄마의 김밥집을 운영하라는 미션이 주어지는데…<br/><br/>인생도 김밥처럼 요령껏 말 수 없나?<br/>스물다섯 주리의 명랑한 자력갱생이 시작된다,,,,,,,,,,
38453,커피와 담배,드라마,짐 자무쉬,"로베르토 베니니, 케이트 블란챗, 빌 머레이",1,시끄럽고 허름한 카페, 로베르토와 스티븐은 커피에 중독되어 덜덜 떨리는 손으로도 연신 진한 커피를 들이켜댄다. 커피와 담배에 대한 예찬으로 일관된 선문답은 희한하게도 계속 이어지고 로베르토는 어이없게도 스티븐의 치과 약속을 대신 가주려고 하는데….,,,,,,,,,
31477,릴리 슈슈의 모든 것,드라마,이와이 슌지,"이치하라 하야토, 오시나리 슈고",1,릴리 슈슈'의 노래를 너무나 사랑하는 열네 살 소년 유이치. 그러나 그의 일상은 힘들다. 둘도 없는 단짝 친구 호시노가 어느날 반 아이들의 리더가 되어 자신을 이지메 시키고 첫사랑 쿠노 역시 이지메를 당하지만 그녀를 도와주기에는 자신의 슬픔을 감당하기에도 벅차다. 소년의 유일한 안식처는 오로지 영혼을 뒤흔드는 듯한 ‘릴리 슈슈’의 노래 뿐... 그러나 현실은 노래로 감출 만큼 만만하지 않다...,,,,,,,,,,
46689,한여름밤의 재즈,"다큐멘터리, 공연실황","아람 아바키안, 버드 스턴",지미 지우프리,1,어느 화창한 여름 날, 휴양 도시 뉴포트로 삼삼오오 모이기 시작하는 사람들.<br/>그들을 반기는 낭만 가득한 여름 바다와 감미로운 재즈 선율.<br/><br/>루이 암스트롱, 마할리아 잭슨, 셀로니어스 몽크, 척 베리, 아니타 오데이…<br/>해가 지면 역사상 가장 위대한 재즈 페스티벌의 막이 오른다!,,,,,
201863,혼자 사는 사람들,드라마,홍성은,"공승연, 정다은",1,집에서도 밖에서도 늘 혼자가 편한 진아.<br/>사람들은 자꾸 말을 걸어오지만, 진아는 그저 불편하다.<br/>회사에서 신입사원의 1:1 교육까지 떠맡자 괴로워 죽을 지경.<br/>그러던 어느 날, 출퇴근길에 맨날 말을 걸던 옆집 남자가<br/>아무도 모르게 혼자 죽었다는 걸 알게 된다.<br/>그 죽음 이후, 진아의 고요한 일상에 작은 파문이 이는데…<br/><br/>저마다 1인분의 외로움을 간직한, 우리들 이야기,,,,,,
194074,나는 나를 해고하지 않는다,드라마,이태겸,"유다인, 오정세",1,7년간 근무했던 회사에서 하청 업체로 파견 명령을 받은 정은,<br/>자신의 자리를 찾아보려 하지만 사람들은 그녀를 불편해하고, 현장 일은 낯설다.<br/>그러나 반드시 1년을 채워 원청으로 돌아가고 싶은 정은은<br/>‘막내’의 도움으로 점점 적응해가는데…<br/>1년의 파견, 살아남기 위해 치열하게 도약하다!<br/><br/>제38회 파지르국제영화제 Eastern Vista 여우주연상,,,,,,,
191139,9명의 번역가,"미스터리, 스릴러",레지스 로인사드,"올가 쿠릴렌코, 알렉스 로더, 리카르도",1,알렉스 로더,리카르도 스카마르치오,"화제의 베스트셀러 ‘디덜러스‘.<br/>이 책의 마지막 장 출판을 위해 9개국의 번역가들이 고용된다.<br/><br/>결말 유출을 막기 위해 아무도 나갈 수 없는 <br/>지하 밀실에서 작업을 시작한 그들. <br/>하지만 곧 첫 10페이지가 인터넷에 공개된다.<br/><br/>그리고 편집장 ‘에릭’에게 도착한 한 통의 메시지.<br/><br/>""돈을 보내지 않으면 다음 100페이지를 공개하겠다.”<br/><br/>‘에릭‘은 모든 수단을 동원해 범인을 찾으려 하고",<br/>번역가들은 서로를 의심하기 시작하는데…,,,,,,,
179859,오! 문희,"코미디, 드라마",정세교,"나문희, 이희준",1,평화로운 금산 마을. <br/>불같은 성격에 가족 사랑도 뜨거운 ‘두원’(이희준)에게 <br/>하나뿐인 딸 ‘보미’가 뺑소니 사고를 당했다는 청천벽력 같은 소식이 전해진다. <br/>게다가 현장의 유일한 목격자는  <br/>기억이 깜빡깜빡하는 엄니 ‘문희’(나문희)와 왈왈 짖기만 하는 개 ‘앵자’뿐.<br/><br/>의식 불명 상태로 병원에 있는 ‘보미’.<br/>경찰 수사에 진전이 없자 ‘두원’의 속은 점점 타들어간다. <br/>하지만 예기치 못한 순간 엄니 ‘문희’가 뜻밖의 단서를 기억해내고 <br/>‘두원’은 엄니와 함께 논두렁을 가르며 직접 뺑소니범을 찾아 나서기 시작하는데! <br/><br/>아무도 못 잡으면, 우리가 직접 잡는다!,,,,,,,,,
22380,와룡선생 상경기,코미디,김용덕,"김희갑, 허장강, 윤인자",1,시골 중학교 교장 와룡(김희갑 분)은 ‘출세하려들지 말고 성실하고 진지하게 주변을 사랑하며 살라’는 퇴임사를 남기고 서울에 있는 제자들을 둘러보러 상경한다. 많은 제자들이 마중 나올 줄 알았던 와룡은 서로 미루느라 나오지 않은 제자들에게 실망하고 설상가상으로 한 남자(양훈 분)와 다투고 그 와중에 소매치기까지 당한다. 돈도 없고 갈 곳도 없는 와룡은 성공한 제자의 회사로 직접 찾아간다. 제자들은 돈을 벌 목적으로 선생님 환영 동창회를 열지만 나타나지 않는 제자들에게 와룡은 더욱 실망한다. 그러나 어려운 속에서도 스승을 찾는 제자를 보며 위안을 삼기도한다. 한 편 제자 중 한 명은 와룡을 감금하고 사립학교 설립을 빙자해 동창들에게 돈을 갈취하는데, 이 돈은 소매치기(황해 분)가 된 제자에 의해 도둑맞는다. 뜻 있는 제자에 의해 감금에서 풀려난 와룡. 제자들은 선생님의 뜻을 받들어 사립학교 설립을 추진하지만 소매치기 당한 기부 명단이 문제다. 사립학교 설립 추진을 위한 모임에서 극적으로 소매치기 제자가 기부자 명단과 어음을 들고 반성하며 나타난다. 와룡은 소매치기 제자를 용서하고 스승과 제자들은 하나가 된다.,,,,,,,,,
44354,수면의 과학,"코미디, 판타지, 멜로/로맨스",미셸 공드리,"가엘 가르시아 베르날, 샤를로뜨 갱스부르",1,삭막한 현실에서 벗어나 꿈 속에서 살고픈 드리밍 보이 ‘스테판’.<br/>짝사랑하는 옆집 그녀 ‘스테파니’가 영혼의 짝이라 확신하지만,<br/>그녀의 마음을 얻기란 꿈처럼 쉽지가 않은데…<br/><br/>꿈꾸는 모두를 위한 ‘스테판’의 Sweet Dream!,,,,,,,,,
194789,뱅크시,다큐멘터리,엘리오 에스파냐,"뱅크시, 벤 아인, 스티브 라자리데스",1,강렬한 메시지를 분사하는 얼굴없는 예술가!<br/>미켈란젤로를 제치고 영국인이 가장 사랑하는 예술가 1위!<br/>온 세상의 벽을 칠하는 예술계의 안티히어로!<br/>뱅크시에 대한 매우 흥미롭고 강한 통찰!,,,,,,,,,,
10429,엔젤 하트,"공포, 미스터리, 스릴러",알란 파커,"미키 루크, 로버트 드 니로",1,1955년, 어느 날 ‘사이퍼’라는 사람으로부터 사건 의뢰를 받은 뉴욕 사립 탐정 ‘해리 엔젤’.<br/>세계2차대전 중 부상으로 식물인간이 되어 12년간 병원 생활을 하다<br/>얼마 전 실종된 가수 자니 패이버릿을 찾는 일.<br/>사건 조사는 12년간 그가 입원했던 병원에서부터 시작된다. <br/>그러나 엔젤이 만난 사람들이 차례차례 시체로 발견되고 자니의 행적은 더욱 미묘해지는데…<br/><br/>충격과 공포의 오컬트 명작을 다시 만난다!,,,,,,,,,
194081,홈리스,"드라마, 가족",임승현,"전봉석, 박정연",1,이사를 앞둔 어린 부부 ‘한결’과 ‘고운’,<br/>하지만 설렘도 잠시, 보증금 사기를 당한 것을 알게 된다.<br/>갈 곳이 없어 막막해진 ‘한결’은 ‘고운’을 데리고 어떤 집으로 향한다.,,,,,,,,
206640,다 잘된 거야,드라마,프랑소와 오종,"소피 마르소, 앙드레 뒤솔리에, 제랄딘 팔리아스",1,갑자기 쓰러진 아빠 ‘앙드레’로부터<br/>자신의 죽음을 도와 달라고 부탁받은 딸 ‘엠마뉘엘’.<br/>끝을 선택하고 시작된 조금 다른 작별에 관한 이야기를 담은<br/>프랑수아 오종 감독의 품위 있는 마스터피스,,,,,,,,,,
217035,DC 리그 오브 슈퍼-펫,"애니메이션, 액션, 모험","자레드 스턴, 샘 J. 레빈, ","드웨인 존슨, 케빈 하트, 키아누 리브스",1,케빈 하트,키아누 리브스,하룻강아지 시절, 슈퍼맨과 함께 크립톤 행성에서 지구로 오게 된 슈퍼독 ‘크립토’<br/>환상의 콤비 슈퍼맨과 힘을 합쳐 메트로폴리스를 지키며 평화로운 일상을 보내던 어느 날, <br/>악당 ‘렉스 루터’와 기니피그 ‘룰루’의 계략으로 <br/>슈퍼맨과 저스티스 리그의 슈퍼 히어로들이 위험에 처한다. <br/><br/>절체절명의 순간에 초능력을 잃어버리고만 ‘크립토’는<br/>보호소에 떨어진 크립토나이트의 힘으로 어쩌다 슈퍼 펫이 된 유기동물<br/>철벽방어 댕댕이 ‘에이스’, 위대한 꿀꿀이 ‘피비’, 초고속 거북이 ‘머튼’, 썬더볼트 다람쥐 ‘칩’에게 도움을 요청하는데… <br/>‘크립토’와 어딘가 어설픈 슈퍼 펫 친구들은 저스티스 리그 멤버들을 구할 수 있을까?<br/><br/>슈퍼 히어로 지키는 슈퍼 펫 군단의 파워 댕댕 어드벤처가 온다!,,,
206656,베르히만 아일랜드,"멜로/로맨스, 드라마",미아 한센-러브,"빅키 크리엡스, 팀 로스, 미아 와시코브스카",1,"영화감독 커플인 '크리스'와 '토니'는 <br/>각자 새로운 작품의 시나리오를 집필하기 위해 <br/>잉그마르 베르히만의 포뢰섬으로 향한다.<br/><br/>하지만 모든 것이 순조로운 '토니'와 달리 <br/>'크리스'는 좀처럼 결말로 나아가지 못하고 방황한다.<br/><br/>""오랜 연인의 마지막 장을 쓰고 싶어.<br/>실패와 배신"," 흥분의 연속이면서<br/>가끔 찬란히 행복했던 이야기의 마지막 장을""<br/><br/>그녀 자신과 닮은 듯 닮지 않은<br/>닿을 듯 닿지 않는 이 이야기가... 영화가 될 수 있을까?",,,,,,,,,
173413,논-픽션,드라마,올리비에 아사야스,"줄리엣 비노쉬, 기욤 까네, 빈센트 맥케인",1,종이책과 E북 사이에서 고민에 빠졌다' 성공한 편집장, 알랭<br/>'부부는 욕망만으로 살지 않는다' 아름다운 스타배우, 셀레나<br/>'나의 연애사를 책에 썼다' 작가, 레오나르<br/>'남편의 연애를 눈치챘다' 정치인 비서관, 발레리<br/>'종이책의 시대를 바꾸고 싶다' 젊은 디지털 마케터, 로르<br/><br/>모든 게 완벽한 쿨한 파리지엥들의<br/>지적인 토크가 폭죽처럼 터진다!,,,,,
202465,블랙폰,"스릴러, 공포",스콧 데릭슨,"에단 호크, 메이슨 테임즈, 매들린 맥그로",1,사라진 아이들, 고장 난 전화기, 죽은 친구들과의 통화<br/>전화가 울리면 반드시 받을 것,,,,,,,,
191634,미니언즈2,"애니메이션, 모험, 코미디",카일 발다,"스티브 카렐, 타라지 P. 헨슨, 양자경",1,세계 최고의 슈퍼 악당을 꿈꾸는 미니보스 ‘그루’와 그를 따라다니는 미니언들.<br/>어느 날 그루는 최고의 악당 조직 ‘빌런6’의 마법 스톤을 훔치는데 성공하지만<br/>뉴페이스 미니언 ‘오토’의 실수로 스톤을 잃어버리고 빌런6에게 납치까지 당한다.<br/>미니보스를 구하기 위해 잃어버린 스톤을 되찾아야 하는 ‘오토’, 그리고 쿵푸를 마스터해야 하는 ‘케빈’, ‘스튜어트’, ‘밥’!<br/>올여름 극장가를 점령할 MCU(미니언즈 시네마틱 유니버스)가 돌아온다!,,,,,,,
206638,사랑할 땐 누구나 최악이 된다,"멜로/로맨스, 드라마 , 코미디",요아킴 트리에,"레나테 레인스베, 앤더스 다니엘슨 리, 할버트 노르드룸",1,의학을 공부하던 스물아홉 율리에는 자신이 진짜 원하는 걸 찾아 세상으로 나온다.<br/>파티에서 만난 만화가 악셀과 사랑에 빠진 율리에,<br/>하지만 삶의 다른 단계에서 만난 두 사람은 각자 다른 걸 원했고 조금씩 어긋난다.<br/>“내 삶에서 조연 역할을 하는 것 같아…” 율리에는 인생의 다음 챕터로 달려나간다.,,,,,,,,,
212159,소설가의 영화,드라마,홍상수,이혜영,1,여소설가가 잠적한 후배의 책방으로 먼 길을 찾아옵니다.<br/>그리고 혼자 타워를 오르고 영화감독 부부를 만나고 공원을 산책하다 여배우를 만나게 되고,<br/>여배우에게 당신과 영화를 만들고 싶다 설득을 합니다.<br/>둘이 분식집에서 뭘 먹고, 다시 찾게 되는 후배의 책방에서 술자리가 깊어지고<br/>여배우는 취해 잠이 드는데…,,,,,,,,
213413,기도의 숨결,다큐멘터리,"세실 베스노, 이반 마시카",,1,폴 세잔이 사랑한 알프스 남프랑스<br/>모든 것이 그저 고요하고 아름다운 이곳에<br/>평생을 서약한 성 베네딕도회 수녀들이 있다<br/><br/>“기도하고 일하라(Ora et Labora)”<br/><br/>일하고 먹고 노래하는 모든 호흡에<br/>침묵의 기도가 깃든다,,,,,,,,,,
203720,인플루엔자,"드라마, 스릴러",황준하,"김다솔, 추선우, 안서희",1,이제 막 3개월차가 된 간호사 ‘다솔’.<br/>신종 전염병 확산으로 병원이 급박하게 돌아가자,<br/>얼떨결에 신규간호사 ‘은비’의 교육을 떠맡는다.<br/><br/>다솔은 은비에게 자신이 당한 괴롭힘 ‘태움’을<br/>절대 대물림하지 않겠다고 다짐한다. <br/>하지만 은비가 응급치료 도중 큰 사고를 내자<br/>결국 다솔도 폭발하고 마는데…<br/><br/>전염병, 막을 수 있을까? 태움, 끝낼 수 있을까?<br/>폭력에 관한 가장 슬프고 섬뜩한 진실을 만난다,,,,,,,
218845,쥬라기캅스 극장판: 공룡시대 대모험,애니메이션,김호락,"소연, 황창영, 김영선",1,평화로운 라이트시티, 공찬과 친구들은 학교 앞에서<br/>미니공룡을 팔고 있는 정체불명의 상인들을 발견한다.<br/>그들의 정체는 바로 사라진 줄 알았던 악당, 어부바단!<br/>시간 여행을 할 수 있는 타임큐브를 이용해<br/>공룡시대의 공룡들을 미니공룡으로 만들어 데려 온 뒤, 거대화 시켜 지구를 공격해 온다!<br/><br/>한편, 과거로 돌아간 어부바단이 6,500만 년 전의 젊은 주관장을 공격해<br/>쥬라기캅스의 탄생을 막아 현재의 쥬라기캅스를 소멸시켜버리고<br/>공찬 일행도 타임큐브를 별별해적단에 빼앗겨 공룡시대에 갇히고 만다.<br/>공찬 엄마의 노력으로 공룡시대에서 탈출해 쥬라기캅스의 부활에 성공한 공찬과 친구들!<br/>현재로 돌아와 메카 공룡으로 도시를 공격하는 어부바단과<br/>지구의 운명이 걸린 최종 결투를 벌이게 된다.,,,,,
37493,킬 빌 - 2부,"액션, 스릴러, 드라마, 범죄",쿠엔틴 타란티노,"우마 서먼, 데이빗 캐러딘",1,데이빗 캐러딘,악명높은 ‘데들리 바이퍼’의 최고 암살단원 ‘더 브라이드’는 임신 사실을 알고 태어날 아이를 위해 피묻은 과거를 청산하고자 한다. 동료들의 눈을 피해 평범한 남자와 결혼식을 올리려는 찰라, 다섯명의 ‘데들리 바이퍼’가 그녀를 찾아와 총알세례를 퍼부었다. 4년간의 코마상태에서 깨어난 ‘더 브라이드’는 아이가 죽었다는 사실에 분노의 눈물을 흘리고 복수를 맹세한다. ‘버니타 그린’과 ‘오렌 이시이’를 처치한 그녀에게 이제 ‘버드’와 ‘엘’, 그리고 최종목표인 ‘빌’ 이렇게 셋이 남았다. 그런데, 죽은 줄 알았던 자신의 딸이 살아있다는 소식을 접하게 되고...<br/> ‘데들리 바이퍼’의 냉혹한 보스 ‘빌’. 멤버들 중 가장 강하고 가장 믿음직스러웠던 ‘더 브라이드’가 어느날 갑자기 행방이 묘연해졌다. 누구도 ‘더 브라이드’를 당해낼 수 없기에 당연히 그녀가 돌아오리라 생각했다. ‘빌’은 ‘더 브라이드’가 암살에 실패하고 죽은 줄 알고 깊은 슬픔에 빠졌다. 그런데... 죽은 줄로만 알았던 그녀가 멀쩡히 살아있고, 아이까지 임신했으며, 평범한 남자와 행복한 결혼식을 준비한다는 소식을 들었다. 격분한 ‘빌’은 ‘더 브라이드’를 제거할 것을 명령한다.<br/> 한때는 가장 든든하고 믿음직스러운 파트너였던 ‘더 브라이드’와 ‘빌’! 대체 그들에게 무슨 일이 있었던 걸까. 과연 ‘더 브라이드’는 마지막 복수를 완성할 수 있을 것인가! 그리고 자신의 딸을 만날 수 있을 것인가!,,,,
10835,깊고 푸른 밤,"드라마, 멜로/로맨스",배창호,"안성기, 장미희 , 최민희",1,백호빈(안성기 분)은 미국이라는 거대한 나라에서 부와 기회를 꿈꾸는 야망의 사나이다. 그는 영주권을 얻기 위해 제인(장미희 분)과 결혼을 한다. 제인은 삭막하고, 이기화된 미국이라는 문명사회에서 고독하게 소외된 여인이다. 백호빈과 동거인으로 결혼생활을 하는 동안 제인은 호빈에게 그녀의 삶속에서 마지막으로 찾아온 빛과도 같은 사랑을 느낀다. 이민국 직원의 까다로운 인터뷰 위기를 넘기고 호빈은 미국시민의 자격을 얻는다. 결혼 계약이 끝나갈 무렵, 호빈의 욕망과 제인의 사랑이 부딪쳐 대립한다. 제인은 계약을 위반하며 호빈에게 사랑을 호소하지만 호빈은 본국의 부인과 아이에 대한 일념뿐이다. 결국 호빈의 감추었던 비밀이 드러나며 광적인 난폭성이 폭발, 제인의 인간성을 짓밟고 만다. 드디어 두사람은 이혼여행의 길에 오르며 죽음과 같은 사막위에 허망한 인간의 욕망과 사랑의 결말이 보여진다.,,,,,,,
213417,내가 못 나가는 것도 아닌데,"드라마, 코미디",김충길,"김충길, 이원선, 한동원",1,무명배우 충길과 원선은 친한친구 사이이다.<br/>충길은 원선에게 아는 감독을 소개 시켜 주는데, 생각지도 못한 일이 일어난다.,,,,,,,,,
187523,우먼,다큐멘터리,"얀 아르튀스-베르트랑, 아나스타샤 미코바",,1,여성의 사랑, 모성애, 결혼만이 아닌 독립과 정치에 대한 다양하고 개인적인 경험들…<br/>어디서도 들을 수 없었던 매혹적이면서 충격적인 이야기에<br/>당신은 미치도록 가슴 아픈 동시에 모든 어려움에도 불구하고<br/>세상을 바꿀 수 있다는 엄청난 희망을 느낄 것이다.,,,,,,,,
207924,썬다운,"미스터리, 드라마",미셸 프랑코,"팀 로스, 샤를로뜨 갱스부르",1,부유한 영국인 닐(팀 로스)은 여동생 앨리스(샤를로트 갱스부르) 가족과<br/>멕시코 바닷가에서 휴가를 즐기던 중 어머니 사망 소식을 듣는다.<br/>닐은 여권을 잃어버렸다며 가족들을 먼저 영국으로 보내고<br/>자신은 유유히 어느 해변으로 들어가 일광욕을 즐긴다.<br/>영문을 알 수 없는 그의 일탈은 예상치 못한 사건을 불러 일으키는데…,,,,,,,,,,
199004,썸머 필름을 타고!,"멜로/로맨스, SF",마츠모토 소우시,"이토 마리카, 카네코 다이치, 이노리 키라라",1,시대극 찐팬으로 영화 감독을 꿈꾸는 고교생 ‘맨발’.<br/>영화 동아리에서 자신이 기획한 <무사의 청춘>이 탈락되자<br/>직접 영화를 만들기 위해 절친 ‘킥보드’, ‘블루 하와이’와 드림팀을 결성한다.<br/>우연히 극장에서 만난 미래에서 온 의문의 소년 ‘린타로’를 주인공으로 전격 캐스팅한 ‘맨발’은 <br/>꿈에 그리던 촬영을 시작하지만 예상치 못한 문제가 터지는데…<br/>영화도, 꿈도, 사랑도 Ready Action!<br/>최고의 청춘+로맨스x시대극÷SF 걸작이 온다!,,,,,,,
172299,블레이즈,"멜로/로맨스, 드라마, 뮤지컬",에단 호크,"벤 딕키, 앨리아 쇼캣",1,작은 술집을 떠돌며 노래를 부르던<br/>컨트리 싱어송라이터 '블레이즈'.<br/>그는 따뜻한 영혼을 가진 여인 '시빌'을 만나<br/>운명같은 사랑을 시작한다.<br/><br/>그의 연인이자 뮤즈인 '시빌'을 곁에서<br/>노래를 부르며 행복한 나날을 보내던 '블레이즈'.<br/>어느날, '시빌'의 권유로 더 큰 세상에서<br/>노래를 부르게 되지만,<br/>영원할 줄 알았던 그들의 사랑이 흔들리기 시작한다.<br/><br/>당신에게 돌아가도 될까?,,,,,,,,
192151,외계+인 1부,"액션, 판타지, SF",최동훈,"류준열, 김우빈, 김태리",1,2022년 현재, ‘가드’(김우빈)’와 ‘썬더’는 인간의 몸에 가두어진 외계인 죄수를 관리하며 지구에 살고 있다.<br/>어느 날, 서울 상공에 우주선이 나타나고<br/>형사 ‘문도석’(소지섭)은 기이한 광경을 목격하게 되는데..<br/><br/>한편, 630년 전 고려에선 얼치기 도사 ‘무륵’(류준열)과 천둥 쏘는 처자 ‘이안’(김태리)이<br/>엄청난 현상금이 걸린 신검을 차지하기 위해 서로를 속고 속이는 가운데<br/>신검의 비밀을 찾는 두 신선 ‘흑설’(염정아)과 ‘청운’(조우진),<br/>가면 속의 ‘자장’(김의성)도 신검 쟁탈전에 나선다.<br/>그리고 우주선이 깊은 계곡에서 빛을 내며 떠오르는데…<br/><br/>2022년 인간 속에 수감된 외계인 죄수를 쫓는 이들<br/>1391년 고려 말 소문 속의 신검을 차지하려는 도사들<br/><br/>시간의 문이 열리고<br/>모든 것이 바뀌기 시작했다!,,,,,,
213548,노스맨,드라마,로버트 에거스,"알렉산더 스카스가드, 안야 테일러 조이",1,10세기 아이슬란드, 숙부를 향한 '암레트' 왕자의 복수극을 그린 영화,,,,,,,,,
214480,파로호,스릴러,임상수,"이중옥, 김대건",1,‘도우’(이중옥)는 치매 노모를 돌보느라 <br/>장가도 못 간 마을의 소문난 효자다.  <br/>하지만 노모가 실종되자 사람들은 그를 가장 먼저 의심하고,<br/>오직 단골 미용실 원장(강말금)만 그의 편이다.<br/><br/>얼마 후 정체불명의 남자(김대건)가 나타나 그의 주위를 맴돌고,<br/>알고 지내던 다방 종업원 여자(김연교)는 갑자기<br/>의문스러운 눈빛과 미소로 그를 홀린다.<br/><br/>의심하고 지배하는 자, 의심받고 지배당하는 자... <br/>진실을 삼켜버릴 히스테릭 심리 추격이 시작된다,,,,,,,
85567,트립 투 잉글랜드,코미디,마이클 윈터바텀,"스티브 쿠건, 롭 브라이든",1,<트립 투 이탈리아>를 즐긴 당신, 이번엔 잉글랜드다!<br/>막 중년에 접어든 두 남자 스티브 쿠건과 롭 브라이든은 ‘옵저버‘ 매거진의 제안으로 영국 북부 최고의 레스토랑을 도는 여행을 떠난다.<br/>6일 동안 6개의 레스토랑에서 식사하고 영국 시인 윌리엄 워즈워스의 흔적을 따라가며 예술과 사랑, 인생을 논하는 두 남자.<br/>여전히 인텔리전트한 잉글리쉬 듀오의 먹고 마시고 웃는 여행이 다시 시작된다. Trip Maketh Man!,,,,,,,,
214552,놉,"미스터리, 공포",조던 필,"다니엘 칼루야, 케케 파머, 스티븐 연",1,거대하고, 주목받길 원하고, 미쳤다.<br/>나쁜 기적이라는 것도 있을까?,,,,,,,,
162873,네 멋대로 해라: 장 뤽 고다르,"드라마, 멜로/로맨스",미셀 하자나비시우스,"루이 가렐, 스테이시 마틴, 베레니스 베조",1,”고다르 이전의 영화와 이후의 영화가 존재한다”<br/><br/>1960년 <네 멋대로 해라>로 세계 영화사의 흐름을 바꿨고<br/>1967년 <중국 여인>을 촬영하며 여배우 ‘안느’와 사랑에 빠졌다.<br/><br/>그리고<br/><br/>1968년 영화계의 혁명을 일으켰던 그는<br/>자신의 삶에도 새로운 혁명을 일으키기 시작하는데…<br/><br/>영화사의 이단아? 로맨티스트? 멍청한 반동분자?<br/><br/>전 세계의 존경을 받은 누벨바그 그 자체!<br/>살아있는 누벨바그의 아이콘 ’장 뤽 고다르’ 영화가 되다!,,,,,,,,,,
184519,비상선언,드라마,한재림,"송강호, 이병현, 전도연",1,베테랑 형사 팀장 인호(송강호)는 비행기 테러 예고 영상 제보를 받고 사건을 수사하던 중<br/>용의자가 실제로 KI501 항공편에 타고 있음을 파악한다.<br/><br/>딸의 치료를 위해 비행 공포증임에도 불구하고 하와이로 떠나기로 한 재혁(이병헌)은<br/>주변을 맴돌며 위협적인 말을 하는 낯선 이가 신경 쓰인다.<br/><br/>인천에서 하와이로 이륙한 KI501 항공편에서 원인불명의 사망자가 나오고,<br/>비행기 안은 물론 지상까지 혼란과 두려움의 현장으로 뒤바뀐다.<br/><br/>이 소식을 들은 국토부 장관 숙희(전도연)는 대테러센터를 구성하고<br/>비행기를 착륙시킬 방법을 찾기 위해 긴급회의를 소집하는데…,,,,,,,,,
